ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
1673,Yo Gotti,Put A Date On It,90,59,6,2019-03-16,"January 25, 2019"
1674,"Billie Eilish, Khalid",Lovely,91,64,18,2019-03-16,"April 19, 2018"
1675,Ariana Grande,Needy,92,14,4,2019-03-16,"February 8, 2019"
1676,"benny blanco, Tainy, Selena Gomez, J Balvin",I Can't Get Enough,93,NA,NA,2019-03-16,"February 28, 2019"
1677,2 Chainz,Rule The World,94,NA,NA,2019-03-16,"March 1, 2019"
1678,Billie Eilish,When The Party's Over,95,52,19,2019-03-16,"October 17, 2018"
1679,Lukas Graham,Love Someone,96,70,10,2019-03-16,"September 7, 2018"
1680,Florida Georgia Line,Talk You Out Of It,97,80,3,2019-03-16,"July 6, 2018"
1681,Carrie Underwood,Love Wins,98,83,8,2019-03-16,"August 31, 2018"
1682,Cody Johnson,On My Way To You,99,91,5,2019-03-16,"August 10, 2018"
1683,2 Chainz,Momma I Hit A Lick,100,NA,NA,2019-03-16,"March 1, 2019"
1684,"Lady Gaga, Bradley Cooper",Shallow,1,1,2,2019-03-09,"September 27, 2018"
1685,Ariana Grande,7 Rings,2,1,6,2019-03-09,"January 18, 2019"
1686,Halsey,Without Me,3,1,21,2019-03-09,"October 4, 2018"
1687,"Post Malone, Swae Lee",Sunflower,4,1,19,2019-03-09,"October 18, 2018"
1688,J. Cole,Middle Child,5,4,6,2019-03-09,"January 23, 2019"
1689,"Marshmello, Bastille",Happier,6,2,28,2019-03-09,"August 17, 2018"
1690,Ariana Grande,"Thank U, Next",7,1,17,2019-03-09,"November 3, 2018"
1691,Post Malone,Wow.,8,8,10,2019-03-09,"December 24, 2018"
1692,Blueface,Thotiana,9,9,7,2019-03-09,"February 16, 2019"
1693,Travis Scott,Sicko Mode,10,1,30,2019-03-09,"August 3, 2018"
1694,Panic! At The Disco,High Hopes,11,4,30,2019-03-09,"May 23, 2018"
1695,"benny blanco, Halsey, Khalid",Eastside,12,9,33,2019-03-09,"July 12, 2018"
1696,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",13,2,3,2019-03-09,"February 8, 2019"
1697,"Cardi B, Bruno Mars",Please Me,14,5,2,2019-03-09,"February 15, 2019"
1698,YNW Melly,Murder On My Mind,15,14,6,2019-03-09,"March 4, 2017"
1699,Meek Mill,Going Bad,16,6,13,2019-03-09,"November 30, 2018"
1700,Maroon 5,Girls Like You,17,1,40,2019-03-09,"May 30, 2018"
1701,21 Savage,A Lot,18,12,10,2019-03-09,"December 21, 2018"
1702,"Lil Baby, Gunna",Drip Too Hard,19,4,24,2019-03-09,"September 9, 2018"
1703,Cardi B,Money,20,13,19,2019-03-09,"October 23, 2018"
1704,Khalid,Better,21,18,24,2019-03-09,"September 14, 2018"
1705,"Sam Smith, Normani",Dancing With A Stranger,22,22,7,2019-03-09,"January 11, 2019"
1706,Luke Combs,Beautiful Crazy,23,23,16,2019-03-09,"May 4, 2018"
1707,Ava Max,Sweet But Psycho,24,24,11,2019-03-09,"August 17, 2018"
1708,Kodak Black,ZEZE,25,2,20,2019-03-09,"October 12, 2018"
1709,Bad Bunny,MIA,26,5,20,2019-03-09,"October 11, 2018"
1710,Post Malone,Better Now,27,3,44,2019-03-09,"April 27, 2018"
1711,Juice WRLD,Robbery,28,27,2,2019-03-09,"February 13, 2019"
1712,Dean Lewis,Be Alright,29,29,18,2019-03-09,"June 28, 2018"
1713,Lauren Daigle,You Say,30,30,33,2019-03-09,"July 13, 2018"
1714,5 Seconds Of Summer,Youngblood,31,7,39,2019-03-09,"April 12, 2018"
1715,Dan + Shay,Tequila,32,21,43,2019-03-09,"January 10, 2018"
1716,"Ellie Goulding, Diplo",Close To Me,33,28,15,2019-03-09,"October 24, 2018"
1717,Pinkfong,Baby Shark,34,32,9,2019-03-09,"June 17, 2016"
1718,A Boogie Wit da Hoodie,Look Back At It,35,32,12,2019-03-09,"December 7, 2018"
1719,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,36,11,24,2019-03-09,"September 14, 2018"
1720,Flipp Dinero,Leave Me Alone,37,20,24,2019-03-09,"March 14, 2018"
1721,DJ Snake,Taki Taki,38,11,22,2019-03-09,"September 28, 2018"
1722,"Cardi B, Bad Bunny, J Balvin",I Like It,39,1,47,2019-03-09,"April 6, 2018"
1723,Juice WRLD,Lucid Dreams,40,2,42,2019-03-09,"July 1, 2017"
1724,Billie Eilish,Bury A Friend,41,14,5,2019-03-09,"January 30, 2019"
1725,Calboy,Envy Me,42,41,11,2019-03-09,"September 13, 2018"
1726,Sheck Wes,Mo Bamba,43,6,27,2019-03-09,"September 15, 2016"
1727,A Boogie Wit da Hoodie,Swervin,44,38,10,2019-03-09,"December 21, 2018"
1728,City Girls,Twerk,45,29,8,2019-03-09,"November 9, 2018"
1729,Jordan Davis,Take It From Me,46,46,9,2019-03-09,"October 19, 2017"
1730,Lady Gaga,Always Remember Us This Way,47,41,7,2019-03-09,"October 5, 2018"
1731,Pardison Fontaine,Backin' It Up,48,40,20,2019-03-09,"September 20, 2018"
1732,Offset,Legacy,49,NA,NA,2019-03-09,"February 22, 2019"
1733,Offset,Red Room,50,49,2,2019-03-09,"November 30, 2018"
1734,Scotty McCreery,This Is It,51,42,12,2019-03-09,"May 7, 2018"
1735,"Mustard, Migos",Pure Water,52,52,5,2019-03-09,"January 16, 2019"
1736,Lil Baby,Close Friends,53,28,18,2019-03-09,"October 5, 2018"
1737,P!nk,Walk Me Home,54,NA,NA,2019-03-09,"February 20, 2019"
1738,Khalid,Talk,55,44,3,2019-03-09,"February 7, 2019"
1739,YNW Melly,Mixed Personalities,56,56,6,2019-03-09,"January 18, 2019"
1740,Chris Stapleton,Millionaire,57,57,12,2019-03-09,"October 20, 2017"
1741,Jason Aldean,Girl Like You,58,46,14,2019-03-09,"April 13, 2018"
1742,"Daddy Yankee, Katy Perry",Con Calma,59,59,4,2019-03-09,"April 19, 2019"
1743,Ariana Grande,Needy,60,14,3,2019-03-09,"February 8, 2019"
1744,Luke Bryan,What Makes You Country,61,54,9,2019-03-09,"October 6, 2017"
1745,Lady Gaga,I'll Never Love Again,62,36,7,2019-03-09,"October 5, 2018"
1746,Chris Brown,Undecided,63,35,8,2019-03-09,"January 4, 2019"
1747,Offset,Clout,64,NA,NA,2019-03-09,"February 22, 2019"
1748,Offset,How Did I Get Here,65,NA,NA,2019-03-09,"February 22, 2019"
1749,The Chainsmokers,Who Do You Love,66,56,3,2019-03-09,"February 7, 2019"
1750,Kehlani,Nights Like This,67,67,7,2019-03-09,"January 10, 2019"
1751,Ariana Grande,NASA,68,17,3,2019-03-09,"February 8, 2019"
1752,Midland,Burn Out,69,69,8,2019-03-09,"October 28, 2016"
1753,Gunna,Outstanding,70,NA,NA,2019-03-09,"February 22, 2019"
1754,Brett Young,Here Tonight,71,67,8,2019-03-09,"September 14, 2018"
1755,Lil Pump,Be Like Me,72,NA,NA,2019-03-09,"February 21, 2019"
1756,YK Osiris,Worth It,73,73,2,2019-03-09,"February 8, 2019"
1757,Gunna,3 Headed Snake,74,NA,NA,2019-03-09,"February 22, 2019"
1758,Gunna,Wit It,75,NA,NA,2019-03-09,"February 22, 2019"
1759,"Anuel AA, Romeo Santos",Ella Quiere Beber,76,61,17,2019-03-09,"November 1, 2018"
1760,The Chainsmokers,This Feeling,77,50,20,2019-03-09,"September 18, 2018"
1761,Gunna,One Call,78,56,2,2019-03-09,"February 1, 2019"
1762,Jake Owen,Down To The Honkytonk,80,74,9,2019-03-09,"August 10, 2018"
1763,Ella Mai,Shot Clock,81,81,5,2019-03-09,"October 12, 2018"
1764,Kelsea Ballerini,Miss Me More,82,81,4,2019-03-09,"October 20, 2017"
1765,Kodak Black,Calling My Spirit,83,46,13,2019-03-09,"November 30, 2018"
1766,Mark Ronson,Nothing Breaks Like A Heart,84,43,13,2019-03-09,"November 29, 2018"
1767,Ariana Grande,Imagine,85,21,8,2019-03-09,"December 14, 2018"
1768,Offset,Lick,86,NA,NA,2019-03-09,"February 22, 2019"
1769,"Summer Walker, Drake",Girls Need Love,87,NA,NA,2019-03-09,"February 27, 2019"
1770,Chase Rice,Eyes On You,88,84,2,2019-03-09,"October 13, 2017"
1771,Lukas Graham,Love Someone,89,70,9,2019-03-09,"September 7, 2018"
1772,Ariana Grande,Bad Idea,90,27,3,2019-03-09,"February 8, 2019"
1773,Gunna,Speed It Up,91,NA,NA,2019-03-09,"February 11, 2019"
1774,"Anuel AA, Karol G",Secreto,92,68,4,2019-03-09,"January 15, 2019"
1775,Ariana Grande,Bloodline,93,22,3,2019-03-09,"February 8, 2019"
1776,John Mayer,I Guess I Just Feel Like,94,NA,NA,2019-03-09,"February 22, 2019"
1777,Kane Brown,Good As You,95,NA,NA,2019-03-09,"October 19, 2018"
1778,Yo Gotti,Put A Date On It,96,59,5,2019-03-09,"January 25, 2019"
1779,Florida Georgia Line,Talk You Out Of It,98,80,2,2019-03-09,"July 6, 2018"
1780,Old Dominion,Make It Sweet,99,84,9,2019-03-09,"October 8, 2018"
1781,Ski Mask The Slump God,Faucet Failure,100,NA,NA,2019-03-09,"November 30, 2018"
1782,Ariana Grande,7 Rings,1,1,5,2019-03-02,"January 18, 2019"
1783,Halsey,Without Me,2,1,20,2019-03-02,"October 4, 2018"
1784,"Post Malone, Swae Lee",Sunflower,3,1,18,2019-03-02,"October 18, 2018"
1785,Ariana Grande,"Thank U, Next",4,1,16,2019-03-02,"November 3, 2018"
1786,"Cardi B, Bruno Mars",Please Me,5,NA,NA,2019-03-02,"February 15, 2019"
1787,"Marshmello, Bastille",Happier,6,2,27,2019-03-02,"August 17, 2018"
1788,Travis Scott,Sicko Mode,7,1,29,2019-03-02,"August 3, 2018"
1789,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",8,2,2,2019-03-02,"February 8, 2019"
1790,Panic! At The Disco,High Hopes,9,4,29,2019-03-02,"May 23, 2018"
1791,Post Malone,Wow.,10,8,9,2019-03-02,"December 24, 2018"
1792,J. Cole,Middle Child,11,4,5,2019-03-02,"January 23, 2019"
1793,"benny blanco, Halsey, Khalid",Eastside,12,9,32,2019-03-02,"July 12, 2018"
1794,Blueface,Thotiana,13,13,6,2019-03-02,"February 16, 2019"
1795,YNW Melly,Murder On My Mind,14,14,5,2019-03-02,"March 4, 2017"
1796,Meek Mill,Going Bad,15,6,12,2019-03-02,"November 30, 2018"
1797,Cardi B,Money,16,13,18,2019-03-02,"October 23, 2018"
1798,21 Savage,A Lot,17,12,9,2019-03-02,"December 21, 2018"
1799,"Lil Baby, Gunna",Drip Too Hard,18,4,23,2019-03-02,"September 9, 2018"
1800,Maroon 5,Girls Like You,19,1,39,2019-03-02,"May 30, 2018"
1801,Khalid,Better,20,18,23,2019-03-02,"September 14, 2018"
1802,"Lady Gaga, Bradley Cooper",Shallow,21,5,21,2019-03-02,"September 27, 2018"
1803,Kodak Black,ZEZE,22,2,19,2019-03-02,"October 12, 2018"
1804,Luke Combs,Beautiful Crazy,23,23,15,2019-03-02,"May 4, 2018"
1805,Bad Bunny,MIA,24,5,19,2019-03-02,"October 11, 2018"
1806,"Sam Smith, Normani",Dancing With A Stranger,25,25,6,2019-03-02,"January 11, 2019"
1807,5 Seconds Of Summer,Youngblood,26,7,38,2019-03-02,"April 12, 2018"
1808,Juice WRLD,Robbery,27,NA,NA,2019-03-02,"February 13, 2019"
1809,Post Malone,Better Now,28,3,43,2019-03-02,"April 27, 2018"
1810,Ava Max,Sweet But Psycho,29,29,10,2019-03-02,"August 17, 2018"
1811,Dean Lewis,Be Alright,30,30,17,2019-03-02,"June 28, 2018"
1812,Dan + Shay,Tequila,31,21,42,2019-03-02,"January 10, 2018"
1813,Billie Eilish,Bury A Friend,32,14,4,2019-03-02,"January 30, 2019"
1814,"Cardi B, Bad Bunny, J Balvin",I Like It,33,1,46,2019-03-02,"April 6, 2018"
1815,Lauren Daigle,You Say,34,34,32,2019-03-02,"July 13, 2018"
1816,Flipp Dinero,Leave Me Alone,35,20,23,2019-03-02,"March 14, 2018"
1817,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,36,11,23,2019-03-02,"September 14, 2018"
1818,"Ellie Goulding, Diplo",Close To Me,37,28,14,2019-03-02,"October 24, 2018"
1819,Pinkfong,Baby Shark,38,32,8,2019-03-02,"June 17, 2016"
1820,A Boogie Wit da Hoodie,Look Back At It,39,32,11,2019-03-02,"December 7, 2018"
1821,Sheck Wes,Mo Bamba,40,6,26,2019-03-02,"September 15, 2016"
1822,Juice WRLD,Lucid Dreams,41,2,41,2019-03-02,"July 1, 2017"
1823,Calboy,Envy Me,42,41,10,2019-03-02,"September 13, 2018"
1824,A Boogie Wit da Hoodie,Swervin,43,38,9,2019-03-02,"December 21, 2018"
1825,DJ Snake,Taki Taki,44,11,21,2019-03-02,"September 28, 2018"
1826,Scotty McCreery,This Is It,45,42,11,2019-03-02,"May 7, 2018"
1827,Ariana Grande,NASA,46,17,2,2019-03-02,"February 8, 2019"
1828,Pardison Fontaine,Backin' It Up,47,40,19,2019-03-02,"September 20, 2018"
1829,Ariana Grande,Needy,48,14,2,2019-03-02,"February 8, 2019"
1830,Offset,Red Room,49,NA,NA,2019-03-02,"November 30, 2018"
1831,Khalid,Talk,50,44,2,2019-03-02,"February 7, 2019"
1832,Jason Aldean,Girl Like You,51,46,13,2019-03-02,"April 13, 2018"
1833,City Girls,Twerk,52,29,7,2019-03-02,"November 9, 2018"
1834,Ariana Grande,Bloodline,53,22,2,2019-03-02,"February 8, 2019"
1835,Luke Bryan,What Makes You Country,54,54,8,2019-03-02,"October 6, 2017"
1836,Ariana Grande,Bad Idea,55,27,2,2019-03-02,"February 8, 2019"
1837,"Mustard, Migos",Pure Water,56,56,4,2019-03-02,"January 16, 2019"
1838,Ariana Grande,Fake Smile,57,26,2,2019-03-02,"February 8, 2019"
1839,Ariana Grande,Imagine,58,21,7,2019-03-02,"December 14, 2018"
1840,Jordan Davis,Take It From Me,59,58,8,2019-03-02,"October 19, 2017"
1841,YNW Melly,Mixed Personalities,60,60,5,2019-03-02,"January 18, 2019"
1842,"Gesaffelstein, The Weeknd",Lost In The Fire,61,27,6,2019-03-02,"January 11, 2019"
1843,Ariana Grande,Ghostin,62,25,2,2019-03-02,"February 8, 2019"
1844,Mark Ronson,Nothing Breaks Like A Heart,63,43,12,2019-03-02,"November 29, 2018"
1845,The Chainsmokers,This Feeling,64,50,19,2019-03-02,"September 18, 2018"
1846,Chris Brown,Undecided,65,35,7,2019-03-02,"January 4, 2019"
1847,Chris Stapleton,Millionaire,66,66,11,2019-03-02,"October 20, 2017"
1848,Brett Young,Here Tonight,67,67,7,2019-03-02,"September 14, 2018"
1849,Kodak Black,Calling My Spirit,68,46,12,2019-03-02,"November 30, 2018"
1850,Thomas Rhett,Sixteen,69,42,15,2019-03-02,"September 8, 2017"
1851,Lukas Graham,Love Someone,70,70,8,2019-03-02,"September 7, 2018"
1852,Kehlani,Nights Like This,72,69,6,2019-03-02,"January 10, 2019"
1853,Lil Baby,Close Friends,73,28,17,2019-03-02,"October 5, 2018"
1854,Ariana Grande,In My Head,74,38,2,2019-03-02,"February 8, 2019"
1855,Yo Gotti,Put A Date On It,75,59,4,2019-03-02,"January 25, 2019"
1856,Lil Baby,Pure Cocaine,76,46,11,2019-03-02,"November 30, 2018"
1857,Jake Owen,Down To The Honkytonk,77,74,8,2019-03-02,"August 10, 2018"
1858,"Anuel AA, Romeo Santos",Ella Quiere Beber,78,61,16,2019-03-02,"November 1, 2018"
1859,"Billie Eilish, Khalid",Lovely,79,64,17,2019-03-02,"April 19, 2018"
1860,Florida Georgia Line,Talk You Out Of It,80,NA,NA,2019-03-02,"July 6, 2018"
1861,Kelsea Ballerini,Miss Me More,81,81,3,2019-03-02,"October 20, 2017"
1862,Loud Luxury,Body,82,80,8,2019-03-02,"October 27, 2017"
1863,Midland,Burn Out,83,83,7,2019-03-02,"October 28, 2016"
1864,Chase Rice,Eyes On You,84,NA,NA,2019-03-02,"October 13, 2017"
1865,The Chainsmokers,Who Do You Love,85,56,2,2019-03-02,"February 7, 2019"
1866,"Zedd, Katy Perry",365,86,NA,NA,2019-03-02,"February 14, 2019"
1867,YK Osiris,Worth It,87,NA,NA,2019-03-02,"February 8, 2019"
1868,Billie Eilish,When The Party's Over,88,52,18,2019-03-02,"October 17, 2018"
1869,Travis Scott,Yosemite,89,25,18,2019-03-02,"August 3, 2018"
1870,Ella Mai,Shot Clock,90,81,4,2019-03-02,"October 12, 2018"
1871,Riley Green,There Was This Girl,91,NA,NA,2019-03-02,"June 29, 2018"
1872,"Daddy Yankee, Katy Perry",Con Calma,92,90,3,2019-03-02,"April 19, 2019"
1873,Cody Johnson,On My Way To You,93,91,4,2019-03-02,"August 10, 2018"
1874,Alec Benjamin,Let Me Down Slowly,94,79,5,2019-03-02,"January 7, 2019"
1875,Ariana Grande,Make Up,95,48,2,2019-03-02,"February 8, 2019"
1876,Old Dominion,Make It Sweet,96,84,8,2019-03-02,"October 8, 2018"
1877,Dustin Lynch,Good Girl,97,44,15,2019-03-02,"May 5, 2018"
1878,"XXXTENTACION, Lil Pump",Arms Around You,98,28,17,2019-03-02,"October 23, 2018"
1879,A Boogie Wit da Hoodie,Startender,99,59,9,2019-03-02,"December 14, 2018"
1880,Michael Ray,One That Got Away,100,NA,NA,2019-03-02,"June 1, 2018"
1881,Ariana Grande,7 Rings,1,1,4,2019-02-23,"January 18, 2019"
1882,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2,NA,NA,2019-02-23,"February 8, 2019"
1883,Ariana Grande,"Thank U, Next",3,1,15,2019-02-23,"November 3, 2018"
1884,Halsey,Without Me,4,1,19,2019-02-23,"October 4, 2018"
1885,"Post Malone, Swae Lee",Sunflower,5,1,17,2019-02-23,"October 18, 2018"
1886,"Marshmello, Bastille",Happier,6,2,26,2019-02-23,"August 17, 2018"
1887,Travis Scott,Sicko Mode,7,1,28,2019-02-23,"August 3, 2018"
1888,Panic! At The Disco,High Hopes,8,4,28,2019-02-23,"May 23, 2018"
1889,Post Malone,Wow.,9,8,8,2019-02-23,"December 24, 2018"
1890,"benny blanco, Halsey, Khalid",Eastside,10,9,31,2019-02-23,"July 12, 2018"
1891,J. Cole,Middle Child,11,4,4,2019-02-23,"January 23, 2019"
1892,Maroon 5,Girls Like You,12,1,38,2019-02-23,"May 30, 2018"
1893,Meek Mill,Going Bad,13,6,11,2019-02-23,"November 30, 2018"
1894,Ariana Grande,Needy,14,NA,NA,2019-02-23,"February 8, 2019"
1895,21 Savage,A Lot,15,12,8,2019-02-23,"December 21, 2018"
1896,"Lil Baby, Gunna",Drip Too Hard,16,4,22,2019-02-23,"September 9, 2018"
1897,Ariana Grande,NASA,17,NA,NA,2019-02-23,"February 8, 2019"
1898,"Lady Gaga, Bradley Cooper",Shallow,18,5,20,2019-02-23,"September 27, 2018"
1899,Cardi B,Money,19,13,17,2019-02-23,"October 23, 2018"
1900,Blueface,Thotiana,20,20,5,2019-02-23,"February 16, 2019"
1901,Ariana Grande,Imagine,21,21,6,2019-02-23,"December 14, 2018"
1902,Ariana Grande,Bloodline,22,NA,NA,2019-02-23,"February 8, 2019"
1903,Khalid,Better,23,18,22,2019-02-23,"September 14, 2018"
1904,Kodak Black,ZEZE,24,2,18,2019-02-23,"October 12, 2018"
1905,Ariana Grande,Ghostin,25,NA,NA,2019-02-23,"February 8, 2019"
1906,Ariana Grande,Fake Smile,26,NA,NA,2019-02-23,"February 8, 2019"
1907,Ariana Grande,Bad Idea,27,NA,NA,2019-02-23,"February 8, 2019"
1908,Bad Bunny,MIA,28,5,18,2019-02-23,"October 11, 2018"
1909,Post Malone,Better Now,29,3,42,2019-02-23,"April 27, 2018"
1910,"Sam Smith, Normani",Dancing With A Stranger,30,26,5,2019-02-23,"January 11, 2019"
1911,Dan + Shay,Tequila,31,21,41,2019-02-23,"January 10, 2018"
1912,Billie Eilish,Bury A Friend,32,14,3,2019-02-23,"January 30, 2019"
1913,Flipp Dinero,Leave Me Alone,33,20,22,2019-02-23,"March 14, 2018"
1914,5 Seconds Of Summer,Youngblood,34,7,37,2019-02-23,"April 12, 2018"
1915,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,35,11,22,2019-02-23,"September 14, 2018"
1916,Luke Combs,Beautiful Crazy,36,36,14,2019-02-23,"May 4, 2018"
1917,Ava Max,Sweet But Psycho,37,30,9,2019-02-23,"August 17, 2018"
1918,Ariana Grande,In My Head,38,NA,NA,2019-02-23,"February 8, 2019"
1919,DJ Snake,Taki Taki,39,11,20,2019-02-23,"September 28, 2018"
1920,Lauren Daigle,You Say,40,34,31,2019-02-23,"July 13, 2018"
1921,Sheck Wes,Mo Bamba,41,6,25,2019-02-23,"September 15, 2016"
1922,"Ellie Goulding, Diplo",Close To Me,42,28,13,2019-02-23,"October 24, 2018"
1923,Juice WRLD,Lucid Dreams,43,2,40,2019-02-23,"July 1, 2017"
1924,Khalid,Talk,44,NA,NA,2019-02-23,"February 7, 2019"
1925,"Cardi B, Bad Bunny, J Balvin",I Like It,45,1,45,2019-02-23,"April 6, 2018"
1926,Dean Lewis,Be Alright,46,40,16,2019-02-23,"June 28, 2018"
1927,A Boogie Wit da Hoodie,Look Back At It,47,32,10,2019-02-23,"December 7, 2018"
1928,Ariana Grande,Make Up,48,NA,NA,2019-02-23,"February 8, 2019"
1929,Pinkfong,Baby Shark,49,32,7,2019-02-23,"June 17, 2016"
1930,Calboy,Envy Me,50,41,9,2019-02-23,"September 13, 2018"
1931,A Boogie Wit da Hoodie,Swervin,51,38,8,2019-02-23,"December 21, 2018"
1932,Scotty McCreery,This Is It,52,42,10,2019-02-23,"May 7, 2018"
1933,Pardison Fontaine,Backin' It Up,53,40,18,2019-02-23,"September 20, 2018"
1934,City Girls,Twerk,54,29,6,2019-02-23,"November 9, 2018"
1935,Jason Aldean,Girl Like You,55,46,12,2019-02-23,"April 13, 2018"
1936,The Chainsmokers,Who Do You Love,56,NA,NA,2019-02-23,"February 7, 2019"
1937,The Chainsmokers,This Feeling,57,50,18,2019-02-23,"September 18, 2018"
1938,"Gesaffelstein, The Weeknd",Lost In The Fire,58,27,5,2019-02-23,"January 11, 2019"
1939,YNW Melly,Murder On My Mind,59,59,4,2019-02-23,"March 4, 2017"
1940,Mark Ronson,Nothing Breaks Like A Heart,60,43,11,2019-02-23,"November 29, 2018"
1941,"Mustard, Migos",Pure Water,61,61,3,2019-02-23,"January 16, 2019"
1942,Jordan Davis,Take It From Me,62,58,7,2019-02-23,"October 19, 2017"
1943,Chris Brown,Undecided,63,35,6,2019-02-23,"January 4, 2019"
1944,Luke Bryan,What Makes You Country,64,63,7,2019-02-23,"October 6, 2017"
1945,Chris Stapleton,Millionaire,66,66,10,2019-02-23,"October 20, 2017"
1946,Lil Baby,Pure Cocaine,67,46,10,2019-02-23,"November 30, 2018"
1947,Lil Baby,Close Friends,68,28,16,2019-02-23,"October 5, 2018"
1948,Thomas Rhett,Sixteen,69,42,14,2019-02-23,"September 8, 2017"
1949,Lukas Graham,Love Someone,70,70,7,2019-02-23,"September 7, 2018"
1950,Kodak Black,Calling My Spirit,71,46,11,2019-02-23,"November 30, 2018"
1951,Yo Gotti,Put A Date On It,72,59,3,2019-02-23,"January 25, 2019"
1952,Lil Wayne,Uproar,73,7,20,2019-02-23,"October 5, 2018"
1953,"Anuel AA, Romeo Santos",Ella Quiere Beber,74,61,15,2019-02-23,"November 1, 2018"
1954,"Billie Eilish, Khalid",Lovely,75,64,16,2019-02-23,"April 19, 2018"
1955,Dierks Bentley,Burning Man,76,45,17,2019-02-23,"May 25, 2018"
1956,Jacquees,You,77,58,12,2019-02-23,"March 30, 2018"
1957,Billie Eilish,When The Party's Over,78,52,17,2019-02-23,"October 17, 2018"
1958,Jake Owen,Down To The Honkytonk,79,74,7,2019-02-23,"August 10, 2018"
1959,"Anuel AA, Karol G",Secreto,80,68,3,2019-02-23,"January 15, 2019"
1960,Ella Mai,Shot Clock,81,81,3,2019-02-23,"October 12, 2018"
1961,Loud Luxury,Body,82,80,7,2019-02-23,"October 27, 2017"
1962,Dustin Lynch,Good Girl,83,44,14,2019-02-23,"May 5, 2018"
1963,Old Dominion,Make It Sweet,84,84,7,2019-02-23,"October 8, 2018"
1964,Midland,Burn Out,85,85,6,2019-02-23,"October 28, 2016"
1965,Zara Larsson,Ruin My Life,86,76,7,2019-02-23,"October 18, 2018"
1966,Carrie Underwood,Love Wins,87,83,7,2019-02-23,"August 31, 2018"
1967,"XXXTENTACION, Lil Pump",Arms Around You,88,28,16,2019-02-23,"October 23, 2018"
1968,Kehlani,Nights Like This,89,69,5,2019-02-23,"January 10, 2019"
1969,Travis Scott,Yosemite,90,25,17,2019-02-23,"August 3, 2018"
1970,Kelsea Ballerini,Miss Me More,91,91,2,2019-02-23,"October 20, 2017"
1971,Brett Young,Here Tonight,92,88,6,2019-02-23,"September 14, 2018"
1972,YNW Melly,Mixed Personalities,93,71,4,2019-02-23,"January 18, 2019"
1973,Alec Benjamin,Let Me Down Slowly,94,79,4,2019-02-23,"January 7, 2019"
1974,"Daddy Yankee, Katy Perry",Con Calma,95,90,2,2019-02-23,"April 19, 2019"
1975,"Tory Lanez, Rich The Kid",Talk To Me,96,43,16,2019-02-23,"June 21, 2018"
1976,Rich The Kid,Splashin,97,90,4,2019-02-23,"December 3, 2018"
1977,Kacey Musgraves,Rainbow,98,NA,NA,2019-02-23,"February 11, 2019"
1978,A Boogie Wit da Hoodie,Startender,99,59,8,2019-02-23,"December 14, 2018"
1979,Cody Johnson,On My Way To You,100,91,3,2019-02-23,"August 10, 2018"
1980,Ariana Grande,7 Rings,1,1,3,2019-02-16,"January 18, 2019"
1981,"Marshmello, Bastille",Happier,2,2,25,2019-02-16,"August 17, 2018"
1982,Halsey,Without Me,3,1,18,2019-02-16,"October 4, 2018"
1983,"Post Malone, Swae Lee",Sunflower,4,1,16,2019-02-16,"October 18, 2018"
1984,Travis Scott,Sicko Mode,5,1,27,2019-02-16,"August 3, 2018"
1985,Panic! At The Disco,High Hopes,6,4,27,2019-02-16,"May 23, 2018"
1986,Ariana Grande,"Thank U, Next",7,1,14,2019-02-16,"November 3, 2018"
1987,J. Cole,Middle Child,8,4,3,2019-02-16,"January 23, 2019"
1988,Post Malone,Wow.,9,8,7,2019-02-16,"December 24, 2018"
1989,Maroon 5,Girls Like You,10,1,37,2019-02-16,"May 30, 2018"
