ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
5877,Imagine Dragons,Whatever It Takes,21,20,14,2018-05-12,"May 8, 2017"
5878,"Cardi B, Bad Bunny, J Balvin",I Like It,22,8,4,2018-05-12,"April 6, 2018"
5879,Post Malone,Zack And Codeine,23,NA,NA,2018-05-12,"April 27, 2018"
5880,Post Malone,Over Now,24,NA,NA,2018-05-12,"April 27, 2018"
5881,"Marshmello, Anne",Friends,25,21,12,2018-05-12,"February 9, 2018"
5882,Cardi B,Be Careful,26,11,5,2018-05-12,"March 30, 2018"
5883,Camila Cabello,Havana,27,1,38,2018-05-12,"August 3, 2017"
5884,Kane Brown,Heaven,28,26,19,2018-05-12,"October 6, 2017"
5885,Post Malone,Takin' Shots,29,NA,NA,2018-05-12,"April 27, 2018"
5886,"The Weeknd, Kendrick Lamar",Pray For Me,30,7,13,2018-05-12,"January 22, 2018"
5887,Rich The Kid,Plug Walk,31,13,12,2018-05-12,"February 8, 2018"
5888,The Weeknd,Call Out My Name,32,4,5,2018-05-12,"March 30, 2018"
5889,"Bruno Mars, Cardi B",Finesse,33,3,18,2018-05-12,"January 4, 2018"
5890,Post Malone,Candy Paint,34,34,21,2018-05-12,"April 14, 2017"
5891,Dua Lipa,New Rules,35,6,40,2018-05-12,"June 2, 2017"
5892,Shawn Mendes,In My Blood,36,22,7,2018-05-12,"March 22, 2018"
5893,Ella Mai,Boo'd Up,37,37,5,2018-05-12,"February 24, 2017"
5894,Maroon 5,Wait,38,26,16,2018-05-12,"October 31, 2017"
5895,"Rae Sremmurd, Juicy J",Powerglide,39,34,9,2018-05-12,"March 1, 2018"
5896,Post Malone,92 Explorer,40,NA,NA,2018-05-12,"April 27, 2018"
5897,Jason Aldean,You Make It Easy,41,28,14,2018-05-12,"January 25, 2018"
5898,J. Cole,ATM,42,6,2,2018-05-12,"April 20, 2018"
5899,"Pitbull, El Chombo, Karol G",Dame Tu Cosita,43,43,2,2018-05-12,"August 29, 2018"
5900,J. Cole,KOD,44,10,2,2018-05-12,"April 20, 2018"
5901,"Offset, Metro Boomin",Ric Flair Drip,45,13,27,2018-05-12,"December 14, 2016"
5902,Post Malone,Otherside,46,NA,NA,2018-05-12,"April 27, 2018"
5903,Post Malone,Blame It On Me,47,NA,NA,2018-05-12,"April 27, 2018"
5904,J. Cole,Kevin's Heart,48,8,2,2018-05-12,"April 20, 2018"
5905,"Kendrick Lamar, SZA",All The Stars,49,7,17,2018-05-12,"January 4, 2018"
5906,Nicki Minaj,Chun-Li,50,10,4,2018-05-12,"April 12, 2018"
5907,Lil Pump,Esskeetit,51,24,3,2018-05-12,"April 13, 2018"
5908,"Nicky Jam, J Balvin",X,52,47,9,2018-05-12,"March 2, 2018"
5909,Migos,Stir Fry,53,8,19,2018-05-12,"December 20, 2017"
5910,Daddy Yankee,Dura,54,50,13,2018-05-12,"April 27, 2018"
5911,Famous Dex,Japan,55,28,6,2018-05-12,"March 16, 2018"
5912,Taylor Swift,Delicate,56,46,8,2018-05-12,"November 10, 2017"
5913,Post Malone,Sugar Wraith,57,NA,NA,2018-05-12,"April 27, 2018"
5914,Cardi B,Drip,58,21,4,2018-05-12,"April 4, 2018"
5915,Meghan Trainor,No Excuses,59,46,9,2018-05-12,"March 1, 2018"
5916,XXXTENTACION,Sad!,60,7,9,2018-05-12,"March 2, 2018"
5917,"Calvin Harris, Dua Lipa",One Kiss,61,61,4,2018-05-12,"April 6, 2018"
5918,Mason Ramsey,Famous,62,NA,NA,2018-05-12,"April 27, 2018"
5919,"Khalid, Normani",Love Lies,63,43,11,2018-05-12,"February 14, 2018"
5920,Luke Combs,One Number Away,65,65,7,2018-05-12,"September 29, 2016"
5921,"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead,66,21,16,2018-05-12,"January 11, 2018"
5922,Dan + Shay,Tequila,67,57,8,2018-05-12,"January 10, 2018"
5923,Rich The Kid,New Freezer,68,41,14,2018-05-12,"September 26, 2017"
5924,Dua Lipa,IDGAF,69,54,16,2018-05-12,"June 2, 2017"
5925,"Logic, Marshmello",Everyday,70,29,9,2018-05-12,"March 2, 2018"
5926,J. Cole,Motiv8,71,15,2,2018-05-12,"April 20, 2018"
5927,YoungBoy Never Broke Again,Outside Today,72,31,16,2018-05-12,"January 6, 2018"
5928,Post Malone,Jonestown,73,NA,NA,2018-05-12,"April 27, 2018"
5929,Luke Bryan,Most People Are Good,74,43,14,2018-05-12,"November 3, 2017"
5930,Cardi B,Bartier Cardi,75,14,19,2018-05-12,"December 22, 2017"
5931,Jordan Davis,Singles You Up,76,50,13,2018-05-12,"May 26, 2017"
5932,YoungBoy Never Broke Again,Overdose,77,NA,NA,2018-05-12,"April 27, 2018"
5933,Justin Timberlake,Say Something,78,9,14,2018-05-12,"January 25, 2018"
5934,J. Cole,Photograph,80,14,2,2018-05-12,"April 20, 2018"
5935,Lauv,I Like Me Better,81,73,12,2018-05-12,"May 19, 2017"
5936,"Khalid, Ty Dolla $ign, 6LACK",OTW,82,57,2,2018-05-12,"April 20, 2018"
5937,Morgan Wallen,Up Down,83,83,6,2018-05-12,"October 13, 2017"
5938,Kenny Chesney,Get Along,84,78,4,2018-05-12,"July 27, 2018"
5939,Cardi B,Ring,86,28,4,2018-05-12,"April 6, 2018"
5940,Foster The People,Sit Next To Me,87,72,7,2018-05-12,"July 13, 2017"
5941,Bad Wolves,Zombie,88,54,8,2018-05-12,"January 19, 2018"
5942,Cardi B,I Do,89,23,4,2018-05-12,"April 6, 2018"
5943,Darius Rucker,For The First Time,90,82,6,2018-05-12,"July 24, 2017"
5944,Blake Shelton,I Lived It,91,66,9,2018-05-12,"November 3, 2017"
5945,Dierks Bentley,"Woman, Amen",92,81,4,2018-05-12,"January 17, 2018"
5946,Jhene Aiko,Sativa,93,74,8,2018-05-12,"January 22, 2018"
5947,"Ozuna, Romeo Santos",El Farsante,94,49,14,2018-05-12,"January 30, 2018"
5948,YoungBoy Never Broke Again,Diamond Teeth Samurai,95,59,4,2018-05-12,"April 2, 2018"
5949,XXXTENTACION,Changes,96,37,9,2018-05-12,"March 2, 2018"
5950,"David Lee Murphy, Kenny Chesney",Everything's Gonna Be Alright,97,95,2,2018-05-12,"November 3, 2017"
5951,Tank,When We,98,78,18,2018-05-12,"June 15, 2017"
5952,Halsey,Alone,99,92,3,2018-05-12,"March 15, 2018"
5953,Lil Skies,Red Roses,100,69,17,2018-05-12,"June 26, 2017"
5954,Drake,Nice For What,1,1,3,2018-05-05,"April 6, 2018"
5955,Drake,God's Plan,2,1,14,2018-05-05,"January 19, 2018"
5956,Ariana Grande,No Tears Left To Cry,3,NA,NA,2018-05-05,"April 20, 2018"
5957,"Bebe Rexha, Florida Georgia Line",Meant To Be,4,2,27,2018-05-05,"August 11, 2017"
5958,Post Malone,Psycho,5,2,9,2018-05-05,"February 23, 2018"
5959,J. Cole,ATM,6,NA,NA,2018-05-05,"April 20, 2018"
5960,"Zedd, Maren Morris, Grey",The Middle,7,5,13,2018-05-05,"January 23, 2018"
5961,J. Cole,Kevin's Heart,8,NA,NA,2018-05-05,"April 20, 2018"
5962,BlocBoy JB,Look Alive,9,5,11,2018-05-05,"February 8, 2018"
5963,J. Cole,KOD,10,NA,NA,2018-05-05,"April 20, 2018"
5964,Ed Sheeran,Perfect,11,1,35,2018-05-05,"March 3, 2017"
5965,Lil Dicky,Freaky Friday,12,8,6,2018-05-05,"February 27, 2018"
5966,Camila Cabello,Never Be The Same,13,13,19,2018-05-05,"December 7, 2017"
5967,J. Cole,Photograph,14,NA,NA,2018-05-05,"April 20, 2018"
5968,J. Cole,Motiv8,15,NA,NA,2018-05-05,"April 20, 2018"
5969,"Cardi B, Bad Bunny, J Balvin",I Like It,16,8,3,2018-05-05,"April 6, 2018"
5970,Bazzi,Mine,17,11,14,2018-05-05,"October 12, 2017"
5971,Migos,Walk It Talk It,18,10,13,2018-05-05,"January 26, 2018"
5972,The Weeknd,Call Out My Name,19,4,4,2018-05-05,"March 30, 2018"
5973,Rich The Kid,Plug Walk,21,13,11,2018-05-05,"February 8, 2018"
5974,Camila Cabello,Havana,22,1,37,2018-05-05,"August 3, 2017"
5975,Cardi B,Be Careful,23,11,4,2018-05-05,"March 30, 2018"
5976,"Marshmello, Anne",Friends,24,21,11,2018-05-05,"February 9, 2018"
5977,"Bruno Mars, Cardi B",Finesse,25,3,17,2018-05-05,"January 4, 2018"
5978,Imagine Dragons,Whatever It Takes,26,20,13,2018-05-05,"May 8, 2017"
5979,"The Weeknd, Kendrick Lamar",Pray For Me,27,7,12,2018-05-05,"January 22, 2018"
5980,J. Cole,The Cut Off,28,NA,NA,2018-05-05,"April 20, 2018"
5981,Kane Brown,Heaven,29,26,18,2018-05-05,"October 6, 2017"
5982,J. Cole,Brackets,30,NA,NA,2018-05-05,"April 20, 2018"
5983,XXXTENTACION,Sad!,31,7,8,2018-05-05,"March 2, 2018"
5984,Post Malone,Rockstar,32,1,32,2018-05-05,"September 15, 2017"
5985,Dua Lipa,New Rules,33,6,39,2018-05-05,"June 2, 2017"
5986,Famous Dex,Japan,35,28,5,2018-05-05,"March 16, 2018"
5987,Shawn Mendes,In My Blood,36,22,6,2018-05-05,"March 22, 2018"
5988,Lil Pump,Esskeetit,37,24,2,2018-05-05,"April 13, 2018"
5989,Jason Aldean,You Make It Easy,38,28,13,2018-05-05,"January 25, 2018"
5990,Migos,Stir Fry,39,8,18,2018-05-05,"December 20, 2017"
5991,"Rae Sremmurd, Juicy J",Powerglide,40,34,8,2018-05-05,"March 1, 2018"
5992,J. Cole,Window Pain,41,NA,NA,2018-05-05,"April 20, 2018"
5993,Maroon 5,Wait,42,26,15,2018-05-05,"October 31, 2017"
5994,"Offset, Metro Boomin",Ric Flair Drip,43,13,26,2018-05-05,"December 14, 2016"
5995,"Kendrick Lamar, SZA",All The Stars,44,7,16,2018-05-05,"January 4, 2018"
5996,Imagine Dragons,Thunder,45,4,52,2018-05-05,"April 27, 2017"
5997,J. Cole,Friends,46,NA,NA,2018-05-05,"April 20, 2018"
5998,J. Cole,Once An Addict,47,NA,NA,2018-05-05,"April 20, 2018"
5999,Nicki Minaj,Chun-Li,48,10,3,2018-05-05,"April 12, 2018"
6000,NF,Let You Down,49,12,28,2018-05-05,"September 15, 2017"
6001,Portugal. The Man,Feel It Still,50,4,45,2018-05-05,"March 2, 2017"
6002,Cardi B,Drip,51,21,3,2018-05-05,"April 4, 2018"
6003,Taylor Swift,Delicate,52,46,7,2018-05-05,"November 10, 2017"
6004,J. Cole,Intro,53,NA,NA,2018-05-05,"April 20, 2018"
6005,"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead,54,21,15,2018-05-05,"January 11, 2018"
6006,Ella Mai,Boo'd Up,55,55,4,2018-05-05,"February 24, 2017"
6007,"Nicky Jam, J Balvin",X,56,47,8,2018-05-05,"March 2, 2018"
6008,"Khalid, Ty Dolla $ign, 6LACK",OTW,57,NA,NA,2018-05-05,"April 20, 2018"
6009,Meghan Trainor,No Excuses,58,46,8,2018-05-05,"March 1, 2018"
6010,"Khalid, Normani",Love Lies,59,43,10,2018-05-05,"February 14, 2018"
6011,Cardi B,Bartier Cardi,60,14,18,2018-05-05,"December 22, 2017"
6012,Rich The Kid,New Freezer,61,41,13,2018-05-05,"September 26, 2017"
6013,Luke Bryan,Most People Are Good,62,43,13,2018-05-05,"November 3, 2017"
6014,Dan + Shay,Tequila,63,57,7,2018-05-05,"January 10, 2018"
6015,"Calvin Harris, Dua Lipa",One Kiss,64,62,3,2018-05-05,"April 6, 2018"
6016,Justin Timberlake,Say Something,65,9,13,2018-05-05,"January 25, 2018"
6017,"Logic, Marshmello",Everyday,66,29,8,2018-05-05,"March 2, 2018"
6018,Jordan Davis,Singles You Up,67,50,12,2018-05-05,"May 26, 2017"
6019,Luke Combs,One Number Away,68,67,6,2018-05-05,"September 29, 2016"
6020,YoungBoy Never Broke Again,Outside Today,69,31,15,2018-05-05,"January 6, 2018"
6021,Cardi B,I Do,70,23,3,2018-05-05,"April 6, 2018"
6022,Cardi B,Ring,71,28,3,2018-05-05,"April 6, 2018"
6023,Sugarland,Babe,72,NA,NA,2018-05-05,"April 20, 2018"
6024,Dua Lipa,IDGAF,73,54,15,2018-05-05,"June 2, 2017"
6025,Daddy Yankee,Dura,75,50,12,2018-05-05,"April 27, 2018"
6026,Bad Wolves,Zombie,76,54,7,2018-05-05,"January 19, 2018"
6027,Lauv,I Like Me Better,77,73,11,2018-05-05,"May 19, 2017"
6028,Nicki Minaj,Barbie Tingz,78,25,3,2018-05-05,"April 12, 2018"
6029,Foster The People,Sit Next To Me,79,72,6,2018-05-05,"July 13, 2017"
6030,Blake Shelton,I Lived It,80,66,8,2018-05-05,"November 3, 2017"
6031,"Pitbull, El Chombo, Karol G",Dame Tu Cosita,81,NA,NA,2018-05-05,"August 29, 2018"
6032,Kenny Chesney,Get Along,82,78,3,2018-05-05,"July 27, 2018"
